Name,7-year Repayment Rate,Net Price,Income Range
Ramapo College of New Jersey,0.854689564,26162,75K+
Rider University,0.873096447,34192,75K+
Rutgers University-Camden,0.844168986,20921,75K+
Rutgers University-New Brunswick,0.844168986,27648,75K+
Rutgers University-Newark,0.844168986,22983,75K+
Saint Peter's University,0.736318408,21661,75K+
Salem Community College,0.575,13787,75K+
Seton Hall University,0.849872774,34152,75K+
College of Saint Elizabeth,0.816793893,32255,75K+
Raritan Valley Community College,0.6625,11397,75K+
Stockton University,0.816764133,25170,75K+
The College of New Jersey,0.935520362,31598,75K+
Union County College,0.572916667,8431,75K+
William Paterson University of New Jersey,0.815354713,21083,75K+
New Mexico State University-Dona Ana,0.754532776,10214,75K+
Eastern New Mexico University-Main Campus,0.735099338,13528,75K+
Eastern New Mexico University-Roswell Campus,0.735099338,8086,75K+
New Mexico Highlands University,0.527027027,13987,75K+
New Mexico Institute of Mining and Technology,0.855072464,16646,75K+
University of New Mexico-Main Campus,0.763990268,18762,75K+
New Mexico State University-Carlsbad,0.754532776,11360,75K+
New Mexico State University-Grants,0.754532776,11082,75K+
New Mexico State University-Main Campus,0.754532776,11793,75K+
University of New Mexico-Valencia County Campus,0.763990268,8204,75K+
Vaughn College of Aeronautics and Technology,0.755102041,42007,75K+
Adelphi University,0.842618384,31992,75K+
Adirondack Community College,0.661202186,12534,75K+
Bryant & Stratton College-Albany,0.503080082,15742,75K+
Alfred University,0.875432526,24524,75K+
Bard College,0.919191919,34025,75K+
Barnard College,0.940092166,39209,75K+
Berkeley College-New York,0.630952381,28433,75K+
SUNY Broome Community College,0.641666667,12003,75K+
Bryant & Stratton College-Amherst,0.503080082,21631,75K+
Bryant & Stratton College-Syracuse,0.503080082,17865,75K+
Canisius College,0.862264151,25414,75K+
Cayuga County Community College,0.605504587,10444,75K+
Cazenovia College,0.852071006,43164,75K+
Clarkson University,0.93877551,34439,75K+
Clinton Community College,0.625698324,11480,75K+
Colgate University,0.917431193,36501,75K+
Metropolitan College of New York,0.56,27728,75K+
Columbia University in the City of New York,0.924219911,34032,75K+
Columbia-Greene Community College,0.630136986,10318,75K+
Concordia College-New York,0.75,21005,75K+
Cornell University,0.926291793,41213,75K+
SUNY Corning Community College,0.619771863,11464,75K+
Culinary Institute of America,0.887362637,33020,75K+
CUNY Bernard M Baruch College,0.748344371,11589,75K+
CUNY Borough of Manhattan Community College,0.460227273,12790,75K+
CUNY Bronx Community College,0.464285714,12406,75K+
CUNY Brooklyn College,0.644670051,11671,75K+
College of Staten Island CUNY,0.648033126,13742,75K+
CUNY City College,0.597315436,12575,75K+
CUNY Hunter College,0.698113208,11474,75K+
CUNY John Jay College of Criminal Justice,0.636678201,12946,75K+
CUNY Kingsborough Community College,0.574468085,12973,75K+
CUNY LaGuardia Community College,0.5,13783,75K+
CUNY Lehman College,0.558333333,13068,75K+
CUNY Medgar Evers College,0.44,13927,75K+
CUNY New York City College of Technology,0.565573771,12911,75K+
CUNY Queens College,0.648305085,12279,75K+
CUNY Queensborough Community College,0.546052632,12006,75K+
CUNY York College,0.586956522,11738,75K+
D'Youville College,0.769230769,23759,75K+
Daemen College,0.83490566,22531,75K+
Dominican College of Blauvelt,0.786324786,24970,75K+
Dutchess Community College,0.597359736,13075,75K+
Elmira College,0.853448276,27134,75K+
Erie Community College,0.633297062,10372,75K+
Fashion Institute of Technology,0.862329803,16633,75K+
Finger Lakes Community College,0.66779661,14698,75K+
Five Towns College,0.730964467,26048,75K+
Fordham University,0.904955321,41025,75K+
Fulton-Montgomery Community College,0.694214876,13944,75K+
Genesee Community College,0.667924528,10927,75K+
Hartwick College,0.863829787,26868,75K+
Herkimer County Community College,0.676806084,12882,75K+
Hilbert College,0.75862069,19774,75K+
Hobart William Smith Colleges,0.931677019,38130,75K+
Hofstra University,0.845460846,33635,75K+
Houghton College,0.915,24297,75K+
Hudson Valley Community College,0.691159587,12711,75K+
Iona College,0.871794872,31328,75K+
Ithaca College,0.939906103,38083,75K+
Jamestown Community College,0.731958763,12796,75K+
Jefferson Community College,0.658227848,16158,75K+
The Juilliard School,0.770833333,34357,75K+
Keuka College,0.835390947,29887,75K+
LIM College,0.778325123,40103,75K+
Le Moyne College,0.904884319,26041,75K+
Long Island University,0.748062016,27879,75K+
Long Island Business Institute,0.648148148,18134,75K+
Manhattan College,0.906015038,30144,75K+
Manhattan School of Music,0.760869565,50042,75K+
Manhattanville College,0.848708487,28751,75K+
Maria College of Albany,0.671232877,18282,75K+
Marist College,0.939922481,39326,75K+
Marymount Manhattan College,0.770440252,40427,75K+
Medaille College,0.817391304,13949,75K+
Mercy College,0.729230769,21691,75K+
Mohawk Valley Community College,0.711370262,12858,75K+
Molloy College,0.802850356,31911,75K+
Monroe College,0.526011561,17186,75K+
Monroe Community College,0.668744435,12479,75K+
Mount Saint Mary College,0.848623853,27414,75K+
College of Mount Saint Vincent,0.840163934,22995,75K+
Nassau Community College,0.6264637,10434,75K+
Nazareth College,0.911764706,32631,75K+
The College of New Rochelle,0.7,21950,75K+
The New School,0.815442561,47808,75K+
New York University,0.911764706,53767,75K+
Niagara County Community College,0.651851852,9515,75K+
Niagara University,0.871323529,23249,75K+
North Country Community College,0.708955224,15937,75K+
New York Institute of Technology,0.775,25671,75K+
Nyack College,0.76875,22404,75K+
Onondaga Community College,0.712187959,12709,75K+
Orange County Community College,0.615384615,9282,75K+
Pace University,0.809466019,33908,75K+
Paul Smiths College of Arts and Science,0.793103448,30788,75K+
Pratt Institute-Main,0.872901679,48048,75K+
Rensselaer Polytechnic Institute,0.963190184,42384,75K+
Roberts Wesleyan College,0.837004405,25834,75K+
Rochester Institute of Technology,0.892288082,35552,75K+
University of Rochester,0.927756654,39671,75K+
Rockland Community College,0.55982906,14530,75K+
Russell Sage College,0.855140187,25249,75K+
St Bonaventure University,0.870967742,26886,75K+
St Francis College,0.792349727,28709,75K+
St Lawrence University,0.915915916,35113,75K+
The College of Saint Rose,0.887218045,27413,75K+
St. Thomas Aquinas College,0.851239669,26669,75K+
Sarah Lawrence College,0.930107527,41282,75K+
Schenectady County Community College,0.635338346,10778,75K+
Siena College,0.925816024,31346,75K+
St. Joseph's College-New York,0.807588076,20033,75K+
Saint John Fisher College,0.880239521,30154,75K+
St John's University-New York,0.816023739,29025,75K+
Sullivan County Community College,0.591836735,13829,75K+
SUNY College of Technology at Alfred,0.83006536,20992,75K+
SUNY College of Technology at Canton,0.736677116,19009,75K+
SUNY College of Technology at Delhi,0.770935961,20685,75K+
SUNY College of Agriculture and Technology at Cobleskill,0.788418708,20350,75K+
Farmingdale State College,0.81027668,14889,75K+
SUNY Morrisville,0.747706422,23362,75K+
SUNY at Albany,0.856978748,23110,75K+
Binghamton University,0.861976848,23395,75K+
University at Buffalo,0.818316832,21908,75K+
Stony Brook University,0.824183976,21151,75K+
SUNY Polytechnic Institute,0.783410138,16884,75K+
SUNY College at Brockport,0.814115308,19705,75K+
SUNY Buffalo State,0.765957447,18979,75K+
SUNY Cortland,0.864640884,22416,75K+
SUNY at Fredonia,0.851305335,19352,75K+
SUNY College at Geneseo,0.927623643,22956,75K+
State University of New York at New Paltz,0.876388889,22955,75K+
SUNY Oneonta,0.88008342,21374,75K+
SUNY College at Oswego,0.840453357,20638,75K+
SUNY College at Potsdam,0.764243615,19721,75K+
SUNY at Purchase College,0.821292776,24020,75K+
SUNY College at Old Westbury,0.721461187,18063,75K+
SUNY College at Plattsburgh,0.785,20123,75K+
SUNY Empire State College,0.740282686,18865,75K+
SUNY Maritime College,0.874439462,23244,75K+
Syracuse University,0.922018349,42315,75K+
Tompkins Cortland Community College,0.67032967,16818,75K+
Touro College,0.753731343,24482,75K+
Trocaire College,0.756521739,19361,75K+
Ulster County Community College,0.748148148,9150,75K+
Union College,0.938181818,41984,75K+
Utica College,0.744382023,27199,75K+
Vassar College,0.967845659,39643,75K+
Villa Maria College,0.730769231,14328,75K+
School of Visual Arts,0.828828829,48895,75K+
Wagner College,0.910810811,33333,75K+
Wells College,0.770833333,24487,75K+
The College of Westchester,0.676470588,22391,75K+
SUNY Westchester Community College,0.538745388,12906,75K+
Yeshiva University,0.921641791,45662,75K+
Appalachian State University,0.857983812,18358,75K+
Asheville-Buncombe Technical Community College,0.676470588,11905,75K+
Barton College,0.820689655,26697,75K+
Belmont Abbey College,0.721212121,24949,75K+
Bennett College,0.446808511,25185,75K+
Brevard College,0.833333333,23942,75K+
Caldwell Community College and Technical Institute,0.677419355,6766,75K+
Campbell University,0.86453202,23701,75K+
Cape Fear Community College,0.664634146,14034,75K+
Catawba College,0.783783784,21351,75K+
Catawba Valley Community College,0.711111111,13502,75K+
Chowan University,0.636363636,24626,75K+
Duke University,0.951260504,38711,75K+
East Carolina University,0.854210526,21372,75K+
Elizabeth City State University,0.365384615,8491,75K+
Elon University,0.94214876,39700,75K+
Fayetteville State University,0.52866242,11774,75K+
Gardner-Webb University,0.829875519,23399,75K+
Greensboro College,0.815642458,25681,75K+
Guilford College,0.838709677,28032,75K+
Guilford Technical Community College,0.566929134,13207,75K+
High Point University,0.790849673,40547,75K+
Johnson C Smith University,0.416666667,25484,75K+
Johnston Community College,0.666666667,6633,75K+
Lees-McRae College,0.783783784,26049,75K+
Lenoir-Rhyne University,0.830687831,22537,75K+
Livingstone College,0.358974359,21849,75K+
Louisburg College,0.533333333,27843,75K+
Mars Hill University,0.802631579,17359,75K+
Meredith College,0.853061225,27574,75K+
Methodist University,0.817829457,34434,75K+
Montreat College,0.769230769,24673,75K+
University of Mount Olive,0.826923077,18842,75K+
North Carolina A & T State University,0.510534846,15970,75K+
University of North Carolina at Asheville,0.775100402,18199,75K+
University of North Carolina at Chapel Hill,0.912123678,22011,75K+
University of North Carolina at Charlotte,0.831818182,21296,75K+
University of North Carolina at Greensboro,0.803478261,18847,75K+
North Carolina Central University,0.47,19900,75K+
University of North Carolina School of the Arts,0.738317757,19827,75K+
North Carolina State University at Raleigh,0.901459854,21092,75K+
North Carolina Wesleyan College,0.727891157,19754,75K+
University of North Carolina Wilmington,0.790064103,22966,75K+
William Peace University,0.848214286,28040,75K+
University of North Carolina at Pembroke,0.662824208,17210,75K+
Pfeiffer University,0.824817518,26421,75K+
Queens University of Charlotte,0.820895522,25215,75K+
Saint Augustine's University,0.443396226,29771,75K+
Salem College,0.841269841,23840,75K+
Shaw University,0.327433628,23946,75K+
St. Andrews University,0.742574257,29234,75K+
Wake Forest University,0.961538462,41815,75K+
Warren Wilson College,0.86440678,30181,75K+
Wingate University,0.834862385,23393,75K+
Winston-Salem State University,0.540816327,18619,75K+
Western Carolina University,0.766101695,20345,75K+
Rasmussen College-North Dakota,0.686379928,23076,75K+
Bismarck State College,0.871212121,12563,75K+
Dickinson State University,0.916666667,13428,75K+
University of Jamestown,0.90070922,20674,75K+
University of Mary,0.885416667,18502,75K+
Mayville State University,0.833333333,13548,75K+
Minot State University,0.883838384,12959,75K+
University of North Dakota,0.901269394,17754,75K+
North Dakota State College of Science,0.905956113,13727,75K+
North Dakota State University-Main Campus,0.912600146,18044,75K+
University of Akron Main Campus,0.745042493,19582,75K+
University of Akron Wayne College,0.745042493,11885,75K+
Ashland University,0.878406709,22766,75K+
Baldwin Wallace University,0.857466063,25725,75K+
Belmont College,0.584615385,7086,75K+
Bluffton University,0.901960784,27678,75K+
Bowling Green State University-Firelands,0.789894737,15441,75K+
Bowling Green State University-Main Campus,0.789894737,20672,75K+
Capital University,0.84496124,23875,75K+
Case Western Reserve University,0.932314411,38560,75K+
Cedarville University,0.931034483,24549,75K+
Central Ohio Technical College,0.624454149,13485,75K+
Central State University,0.31372549,18656,75K+
Cincinnati Christian University,0.763636364,24105,75K+
University of Cincinnati-Main Campus,0.81120944,25411,75K+
Cincinnati State Technical and Community College,0.684659091,8036,75K+
University of Cincinnati-Clermont College,0.81120944,13918,75K+
University of Cincinnati-Blue Ash College,0.81120944,15902,75K+
Ohio Christian University,0.709677419,26043,75K+
